                               1                                2                                3                                4                                5                                6                                7                                8 
                  version_number                 initial_don_mass                 initial_acc_mass              initial_period_days                         compiler                            build                 MESA_SDK_version                             date 
                         "15140"          3.2000000000000000E+001          3.2000000000000000E+001          1.5000000000000000E+000                       "gfortran"                         "10.2.0"            "x86_64-macos-21.2.1"                       "20211218" 

                               1                                2                                3                                4                                5                                6                                7                                8                                9                               10                               11                               12                               13                               14                               15                               16                               17                               18                               19                               20                               21                               22                               23                               24                               25                               26                               27                               28                               29                               30                               31 
                    model_number                              age                      period_days                binary_separation                          v_orb_1                          v_orb_2                             rl_1                             rl_2           rl_relative_overflow_1           rl_relative_overflow_2                      star_1_mass                      star_2_mass                lg_mtransfer_rate                   lg_mstar_dot_1                   lg_mstar_dot_2                 lg_system_mdot_1                 lg_system_mdot_2                   lg_wind_mdot_1                   lg_wind_mdot_2              fixed_xfer_fraction                eff_xfer_fraction                            J_orb                             Jdot                          jdot_mb                          jdot_gr                          jdot_ml                          jdot_ls                jdot_missing_wind                       extra_jdot                      donor_index                 point_mass_index 
                              20          2.9159598219493450E+003          1.5000000000000000E+000          2.2057514059102054E+001          3.7198329686292084E+002          3.7198329686292084E+002          8.3580446614591519E+000          8.3580446614591519E+000         -9.0877447227734193E-002         -9.0877447227734193E-002          3.1999545369856296E+001          3.1999545369856296E+001         -9.8999999999999986E+001         -6.7873788232241417E+000         -6.7873788232241417E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -6.7873788232241417E+000         -6.7873788232241417E+000          1.0000000000000000E+000         -1.0000000000000000E+000          3.6320492247175954E+054         -6.1336412822821582E+038          0.0000000000000000E+000         -2.6516150638190283E+037         -5.8684797759002557E+038          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                              21          3.1971154381281544E+003          1.5000000000000000E+000          2.2057503230271440E+001          3.7198311424288028E+002          3.7198311424288028E+002          8.3580405581930446E+000          8.3580405581930446E+000         -9.6867374553687491E-002         -9.6867374553687491E-002          3.1999498240680690E+001          3.1999498240680690E+001         -9.8999999999999986E+001         -6.7756569200625121E+000         -6.7756569200625121E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -6.7756569200625121E+000         -6.7756569200625121E+000          1.0000000000000000E+000         -1.0000000000000000E+000          3.6320403092054214E+054         -6.2941844342291512E+038          0.0000000000000000E+000         -2.6516018676016001E+037         -6.0290242474689912E+038          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                              22          3.4418108590578167E+003          1.5000000000000000E+000          2.2057493583141856E+001          3.7198295155133411E+002          3.7198295155133411E+002          8.3580369026977017E+000          8.3580369026977017E+000         -1.0252931963456212E-001         -1.0252931963456212E-001          3.1999456254536163E+001          3.1999456254536163E+001         -9.8999999999999986E+001         -6.7655198459155770E+000         -6.7655198459155770E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -6.7655198459155770E+000         -6.7655198459155770E+000          1.0000000000000000E+000         -1.0000000000000000E+000          3.6320323666172071E+054         -6.4365587579397048E+038          0.0000000000000000E+000         -2.6515901284515769E+037         -6.1713997450945470E+038          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                              23          3.6606787889538041E+003          1.5000000000000000E+000          2.2057484778932427E+001          3.7198280307499886E+002          3.7198280307499886E+002          8.3580335666020993E+000          8.3580335666020993E+000         -1.0788102905475067E-001         -1.0788102905475067E-001          3.1999417936972922E+001          3.1999417936972922E+001         -9.8999999999999986E+001         -6.7567842474052719E+000         -6.7567842474052719E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -6.7567842474052719E+000         -6.7567842474052719E+000          1.0000000000000000E+000         -1.0000000000000000E+000          3.6320251180266235E+054         -6.5619434087357551E+038          0.0000000000000000E+000         -2.6515794433668055E+037         -6.2967854643990748E+038          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                              24          3.8619415324332876E+003          1.5000000000000000E+000          2.2057476539876909E+001          3.7198266412955718E+002          3.7198266412955718E+002          8.3580304446549114E+000          8.3580304446549114E+000         -1.1297440458132586E-001         -1.1297440458132586E-001          3.1999382079092687E+001          3.1999382079092687E+001         -9.8999999999999986E+001         -6.7491787760986846E+000         -6.7491787760986846E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -6.7491787760986846E+000         -6.7491787760986846E+000          1.0000000000000000E+000         -1.0000000000000000E+000          3.6320183347431840E+054         -6.6731793509630469E+038          0.0000000000000000E+000         -2.6515694710932889E+037         -6.4080224038537177E+038          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                              25          4.0516689565240572E+003          1.5000000000000000E+000          2.2057468652367614E+001          3.7198253111267661E+002          3.7198253111267661E+002          8.3580274559158010E+000          8.3580274559158010E+000         -1.1786169629920054E-001         -1.1786169629920054E-001          3.1999347751231277E+001          3.1999347751231277E+001         -9.8999999999999986E+001         -6.7424833622363636E+000         -6.7424833622363636E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -6.7424833622363636E+000         -6.7424833622363636E+000          1.0000000000000000E+000         -1.0000000000000000E+000          3.6320118409002099E+054         -6.7727299281605387E+038          0.0000000000000000E+000         -2.6515599471303307E+037         -6.5075739334475060E+038          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                              26          4.2344091057748001E+003          1.5000000000000000E+000          2.2057460950725279E+001          3.7198240123030195E+002          3.7198240123030195E+002          8.3580245376054965E+000          8.3580245376054965E+000         -1.2258620916010346E-001         -1.2258620916010346E-001          3.1999314232319918E+001          3.1999314232319918E+001         -9.8999999999999986E+001         -6.7365440703093729E+000         -6.7365440703093729E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -6.7365440703093729E+000         -6.7365440703093729E+000          1.0000000000000000E+000         -1.0000000000000000E+000          3.6320055000917781E+054         -6.8623313984084434E+038          0.0000000000000000E+000         -2.6515506665472310E+037         -6.5971763317537199E+038          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                              27          4.4137324265100851E+003          1.5000000000000000E+000          2.2057453300604518E+001          3.7198227221679957E+002          3.7198227221679957E+002          8.3580216388177710E+000          8.3580216388177710E+000         -1.2718287632485614E-001         -1.2718287632485614E-001          3.1999280937662739E+001          3.1999280937662739E+001         -9.8999999999999986E+001         -6.7312622250573391E+000         -6.7312622250573391E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -6.7312622250573391E+000         -6.7312622250573391E+000          1.0000000000000000E+000         -1.0000000000000000E+000          3.6319992017101330E+054         -6.9430498853412666E+038          0.0000000000000000E+000         -2.6515414640775220E+037         -6.6778957389335148E+038          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                              28          4.5926251667372971E+003          1.5000000000000000E+000          2.2057445586101860E+001          3.7198214211754515E+002          3.7198214211754515E+002          8.3580187156344241E+000          8.3580187156344241E+000         -1.3168020502965047E-001         -1.3168020502965047E-001          3.1999247362827596E+001          3.1999247362827596E+001         -9.8999999999999986E+001         -6.7265788276126361E+000         -6.7265788276126361E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -6.7265788276126361E+000         -6.7265788276126361E+000          1.0000000000000000E+000         -1.0000000000000000E+000          3.6319928503313868E+054         -7.0154478730867992E+038          0.0000000000000000E+000         -2.6515321981756392E+037         -6.7502946532692355E+038          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                              29          4.7737626655085878E+003          1.5000000000000000E+000          2.2057437700437575E+001          3.7198200913177942E+002          3.7198200913177942E+002          8.3580157275944273E+000          8.3580157275944273E+000         -1.3610224376389415E-001         -1.3610224376389415E-001          3.1999213043092396E+001          3.1999213043092396E+001         -9.8999999999999986E+001         -6.7224644381527252E+000         -6.7224644381527252E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -6.7224644381527252E+000         -6.7224644381527252E+000          1.0000000000000000E+000         -1.0000000000000000E+000          3.6319863580438774E+054         -7.0796965255903863E+038          0.0000000000000000E+000         -2.6515227393857019E+037         -6.8145442516518157E+038          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                              30          4.9597152310420606E+003          1.5000000000000000E+000          2.2057429538677333E+001          3.7198187148986398E+002          3.7198187148986398E+002          8.3580126349360047E+000          8.3580126349360047E+000         -1.4046934943433209E-001         -1.4046934943433209E-001          3.1999177521766939E+001          3.1999177521766939E+001         -9.8999999999999986E+001         -6.7189130116913764E+000         -6.7189130116913764E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -6.7189130116913764E+000         -6.7189130116913764E+000          1.0000000000000000E+000         -1.0000000000000000E+000          3.6319796384556170E+054         -7.1356447790605581E+038          0.0000000000000000E+000         -2.6515129613466176E+037         -6.8704934829258963E+038          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                              31          5.1531315562483269E+003          1.5000000000000000E+000          2.2057420991010066E+001          3.7198172733991845E+002          3.7198172733991845E+002          8.3580093960494928E+000          8.3580093960494928E+000         -1.4480145222137317E-001         -1.4480145222137317E-001          3.1999140320938512E+001          3.1999140320938512E+001         -9.8999999999999986E+001         -6.7159405164056070E+000         -6.7159405164056070E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -6.7159405164056070E+000         -6.7159405164056070E+000          1.0000000000000000E+000         -1.0000000000000000E+000          3.6319726011602127E+054         -7.1828244985008190E+038          0.0000000000000000E+000         -2.6515027326448325E+037         -6.9176742252363362E+038          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                              32          5.3568973403103237E+003          1.5000000000000000E+000          2.2057411936889075E+001          3.7198157464901385E+002          3.7198157464901385E+002          8.3580059652572736E+000          8.3580059652572736E+000         -1.4911688507199458E-001         -1.4911688507199458E-001          3.1999100915973393E+001          3.1999100915973393E+001         -9.8999999999999986E+001         -6.7135803124550391E+000         -6.7135803124550391E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -6.7135803124550391E+000         -6.7135803124550391E+000          1.0000000000000000E+000         -1.0000000000000000E+000          3.6319651469133425E+054         -7.2205149538664603E+038          0.0000000000000000E+000         -2.6514919096680841E+037         -6.9553657628996526E+038          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                              33          5.5743165725259441E+003          1.5000000000000000E+000          2.2057402238368354E+001          3.7198141109079495E+002          3.7198141109079495E+002          8.3580022902887734E+000          8.3580022902887734E+000         -1.5342935714937089E-001         -1.5342935714937089E-001          3.1999058706514575E+001          3.1999058706514575E+001         -9.8999999999999986E+001         -6.7118881738274103E+000         -6.7118881738274103E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -6.7118881738274103E+000         -6.7118881738274103E+000          1.0000000000000000E+000         -1.0000000000000000E+000          3.6319571621465041E+054         -7.2476610712770887E+038          0.0000000000000000E+000         -2.6514803286920310E+037         -6.9825130384078859E+038          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                              34          5.8094448243210854E+003          1.5000000000000000E+000          2.2057391727230854E+001          3.7198123382840851E+002          3.7198123382840851E+002          8.3579983074031041E+000          8.3579983074031041E+000         -1.5776275984350407E-001         -1.5776275984350407E-001          3.1999012960464039E+001          3.1999012960464039E+001         -9.8999999999999986E+001         -6.7109512094721948E+000         -6.7109512094721948E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -6.7109512094721948E+000         -6.7109512094721948E+000          1.0000000000000000E+000         -1.0000000000000000E+000          3.6319485083702472E+054         -7.2627342798585845E+038          0.0000000000000000E+000         -2.6514677911546003E+037         -6.9975875007431242E+038          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
